Node,C92ICY6VWN,CBDWGRJVVL,CAKIJ91SJ7,C9EQAVY4YU
50400,38.1696819917,62.3418886465,55.0143904993,46.9268628109
51300,38.2418692632,62.2727792856,54.9308795782,46.9787771544
52200,38.2776146855,62.5020579457,55.0620552366,46.6136629201
53100,38.6005230498,62.695669166,54.7881552136,46.7347544453
54000,38.4342259481,62.758190414,55.4883871974,47.0250458739
54900,38.6898170794,62.4170634959,55.3170244779,46.7845310529
55800,38.5412119754,62.7606311717,55.2242561533,47.5771818648
56700,38.5625297281,62.7379981468,55.4496393547,46.8096530878
57600,38.5002852631,63.0298459033,55.3860530653,47.4701606583
58500,38.4929047811,62.9815577653,55.6349515125,47.3839498505
59400,38.5108754009,63.210811892,55.6375639912,47.6446694617
60300,39.166132095,63.1613243116,56.3028223331,47.9707903004
61200,38.7711757866,62.6637258755,55.8815900194,47.5832217748
62100,39.3611493482,63.4549714014,55.9342017561,47.9536005247
63000,39.2258981182,63.2399351388,56.0566657086,47.7428455121
63900,38.6185473499,63.1401297196,56.029847141,47.8813228063
64800,38.9186861276,63.1881586673,55.9686099557,47.567547956
65700,38.5786150859,63.1390422396,55.9773468194,47.6916949903
66600,38.5222096967,63.0574987294,55.6121569589,47.435918255
67500,38.8841835627,63.3893803684,56.097276564,47.4283378298
68400,38.7501986421,63.233090069,56.1296154392,47.571022952
69300,38.8849375113,63.5589774646,56.3246753729,47.9500538951
70200,39.0688268037,63.3053342134,55.9385505089,47.984056514
71100,39.5496142689,63.6393508367,56.2368167204,47.9483212024
72000,39.6449157916,63.814888392,56.1883297079,48.1184736419
72900,39.6418327095,63.6864008698,56.6718974374,48.0694167267
73800,39.4867550499,63.6107649851,56.5398968199,48.3882557081
74700,39.958761217,64.3586603105,56.8798830987,48.4416803052
75600,39.3865902029,63.8273690863,56.365162263,48.4797449981
76500,40.6357430685,64.6425014721,56.978887288,48.8187823471
77400,41.4562136193,64.6431416994,57.1867949835,49.3055016407
78300,42.0269138705,65.1572875349,57.2810135998,48.7744713513
79200,42.1385681988,64.7913345912,57.2085608552,49.0578227046
80100,43.0105872217,65.1550420356,57.1686438576,48.8264827053
81000,42.8308012528,65.4032863527,57.6659230519,49.5713949608
81900,43.798371224,65.4747569906,57.5549317124,49.7296578057
82800,44.5195629721,65.9874600032,57.8893459582,49.6434130954
83700,44.0511720534,65.8507273833,57.9394984758,49.885473216
84600,44.6364972326,66.3221887664,58.149576422,49.8217084409
85500,44.4606324455,66.2010517941,58.1990379734,49.9647253925
86400,45.19298516,66.6297106477,58.3980249386,50.2508382002
87300,45.2324809302,66.2641696809,58.4352130854,50.5193709662
88200,45.1234218026,66.8214540889,58.7047783629,50.404480178
89100,45.3598244722,66.9451490535,58.8433737107,51.0055770069
90000,45.6892157072,67.4639623556,59.154128934,50.8521645181
90900,45.8902685764,67.3908644323,59.1340640786,50.7525324672
91800,46.0364889136,67.5615721921,59.7123972989,51.4046137785
92700,46.4140579135,67.3643793055,59.4273365325,51.1788282452
93600,45.8863114498,67.4531066613,59.5124960302,51.4629471576
94500,46.0062641835,68.1183887661,59.8457444171,50.9925666436
95400,46.2968493656,67.4899777879,59.5953513367,51.5049769642
96300,46.1399968574,67.721355206,59.6409265548,51.1851521631
97200,46.4290304065,67.9319320799,59.767667559,51.5419810416
98100,46.4123684012,67.9932182057,59.7918408358,51.3648333426
99000,46.4809103153,67.6449836015,59.7172896134,51.5754164198
99900,46.0980933622,67.7897145984,59.979050533,51.2066731712
100800,46.3966231343,68.1729758657,59.5703917412,51.9322497503
101700,46.2151218586,68.0840341062,59.7706818243,51.4834575279
102600,46.028637011,67.9123542733,59.951315932,51.6555487376
103500,45.8731834501,67.6013461439,59.9369037814,51.9004201043
104400,45.5509683606,67.6988348297,59.3932451147,51.3766480196
105300,45.7752569039,67.6087835561,59.5420664209,51.5806126816
106200,45.8591779708,67.7320550144,59.5712447881,51.1550671493
107100,44.6715489952,67.5359023587,59.2708765697,51.3281074438
108000,44.672919164,67.1192588359,58.7411604095,51.2140788338
108900,44.162606525,67.1431696497,59.0170325531,50.989397247
109800,42.6699185995,66.4550439691,58.6809448885,50.3781988503
110700,42.2233810239,66.1421055782,58.7658441791,50.3225797061
111600,41.5077424834,65.6437442638,58.1185784203,49.7282847006
112500,39.5640416833,64.4641331556,56.9580788615,49.0689167832
113400,39.4854660535,64.3991489843,57.0651241617,48.6945082542
114300,38.2828169357,63.2608867323,56.5656279325,47.9495658604
115200,38.4401985126,63.1208109445,56.0370375494,47.9433329216
116100,38.1535910565,63.1311740594,56.0711360387,47.6883792336
117000,38.0626967421,62.8060755606,55.3520843946,47.5936819697
117900,37.6324479907,62.808542106,55.2873160873,46.86115058
118800,37.3396926688,62.350729222,55.2983773837,46.7377352467
119700,37.5464118272,62.0685494108,54.9981730797,46.5265847538
120600,37.4245497257,61.9861329139,54.9080172739,46.6889635914
121500,37.1776948174,61.8319951381,54.7939077741,46.0294311438
122400,36.8930648546,61.4517394973,54.5900916099,46.0934781127
123300,36.9919704506,61.7916320332,54.2740335217,45.5938222099
124200,36.9380801972,60.8420943075,54.2270641997,45.7848044986
125100,36.9645291956,61.2314048134,54.0813329883,46.128660568
126000,36.8776449214,61.2753845879,54.1174593694,45.7223923897
126900,36.6675992254,61.382203529,54.4500277573,45.5087400233
127800,37.0502231662,61.7006371114,54.2670358242,46.2607499613
128700,37.3361736908,61.834848565,54.3991562914,45.8670361755
129600,36.804186966,61.4261841237,53.9425659962,45.7134805479
130500,37.5803512981,61.8490136574,54.1688728127,45.7831693451
131400,37.7863673304,61.4438756459,54.5678396709,46.0907169389
132300,37.6748083597,61.8234383764,54.5737783036,46.261134341
133200,37.3262287652,61.5091791696,53.9988232999,46.0663012232
134100,37.6162151354,61.796507578,55.1191748262,46.4877680455
135000,37.7043222517,61.9618445901,54.8431583821,46.8817739552
135900,38.1654134487,62.0229620958,54.8506057058,46.6524596735
136800,38.5073691059,62.1351440521,54.6559654428,46.129728742
137700,38.3975725349,62.5505118273,55.1092679734,46.8839062413
138600,38.1012344735,62.3992291329,55.061683298,46.6202116291
139500,38.3761009486,62.4990180331,55.3419796396,46.905382604
140400,38.228999735,62.5362819483,55.1756507498,46.7905942625
141300,38.3344399586,62.6668124115,55.0909115671,46.9676551052
142200,38.2334184719,62.515823016,55.0185328447,46.8607227284
143100,38.2785475333,62.3272593068,54.9828555181,47.0025750768
144000,38.5560558934,62.5895543594,55.5211909984,47.3358617204
144900,38.453578013,62.8136587339,55.4447773664,46.6707219781
145800,38.2691450907,62.7981708341,55.076770554,46.8938791133
146700,38.4667017905,62.8081956993,55.1882933211,47.202459054
147600,38.44816661,62.503996417,55.0862702699,47.0212753156
148500,38.2670367569,62.7062719295,55.8188345354,47.1079752014
149400,39.0197279879,62.6555813889,55.6303834246,46.9938166164
150300,38.7749326478,62.9404707889,55.3801759596,47.2239919937
151200,38.3945353008,63.0617213582,55.3872941413,47.3204670193
152100,38.7148410151,62.9670774885,55.3247339312,47.1818681499
153000,38.561383323,62.6303959473,55.4740322778,47.1860742202
153900,38.4580960848,62.6390705618,55.5382782105,46.8236269524
154800,38.3048841124,62.8089870693,55.5490629147,47.1414882675
155700,38.6176470441,63.1158944695,55.9830801782,47.3205188028
156600,38.6662553952,63.0060941861,55.7354301399,47.0967632438
157500,39.1448336085,63.4676821251,56.013469385,47.638653043
158400,39.4074267355,63.0172929797,55.8942095161,47.7194865
159300,39.8869089952,63.1779451367,56.1808878756,47.706153708
160200,39.300602702,63.459620285,56.0845689587,47.4073439539
161100,39.5709032753,63.9095526594,56.1285271186,47.6471916823
162000,39.0957011976,63.3775903548,56.0972164823,47.7167844061
162900,39.8391829773,64.0225423543,56.0679610456,48.0584131942
163800,40.6187921435,64.0739463405,56.3763318404,48.2084154369
164700,41.3047228656,64.5605937568,56.7081228417,48.5564095305
165600,41.2407076193,64.1772246604,56.6911141646,48.1771668441
166500,42.1680966732,64.9683958143,56.6108686586,48.8307719213
167400,42.943149099,64.7770338146,57.141825757,48.5608236017
168300,43.4250005854,64.8302089882,56.6511012666,48.8571150076
169200,43.2621923451,64.715135882,57.0420505004,48.5571723604
170100,44.2228633191,65.0984444582,56.9771156647,48.6792942089
171000,43.6356442273,65.4951764272,57.451146507,49.5285123293
171900,44.5686374291,65.802453469,57.6982144196,49.4308546299
172800,44.5294876153,65.9719416411,57.846524251,49.8365686053
173700,45.1038418291,66.1899379878,58.4272356536,49.6460568933
174600,44.7574033432,66.3765455411,58.531814363,49.6085925091
175500,45.4132388316,66.2376038166,58.132283794,49.6310306664
176400,45.4582017453,66.4866095701,58.5532865426,50.4677526247
177300,45.6882902517,66.8804392867,58.7165228621,50.5823301366
178200,45.7278412785,66.5279858456,58.5187606607,50.3702706397
179100,45.5038572005,66.9941275183,58.6446462647,50.665797981
180000,45.6632041961,67.1907421615,58.8396535543,50.7861514542
180900,45.7490473484,66.6240214982,58.5246638078,50.7072781762
181800,45.8951133837,67.1795114792,58.9851625072,50.5587854478
182700,46.0826009014,67.1731583349,58.7617070182,50.6640935875
183600,46.2412354535,67.0269379568,59.1383099335,50.5932968577
184500,45.9279868567,67.0301423246,59.1303850604,50.9244427965
185400,46.5273446374,67.344023263,58.9703151085,51.3555967502
186300,46.2796520525,67.1496002028,59.1903208297,50.8935162217
187200,46.1058751486,67.2401421177,58.7228965473,51.0784520166
188100,46.1721676076,67.1983260075,58.7580294567,50.929965344
189000,46.2028291537,67.0260092967,59.2663429588,51.0814186246
189900,45.9171296471,66.7671794469,59.1748790215,50.6079556163
190800,45.9983392426,67.312214363,58.6157876076,50.9258242406
191700,45.7457739092,66.9367191931,58.8456022871,50.7070368321
192600,45.841317678,67.4586021449,58.7804790445,50.7793156082
193500,45.1374621784,66.7099521813,58.8556224172,50.6514589805
194400,44.5515743074,66.5662493106,58.485686758,50.2374487577
195300,44.4981971754,66.3174564954,58.309689739,50.3556873658
196200,43.287365782,65.7923532641,58.0482498425,49.6307209026
197100,42.5962768226,65.4091075902,57.7863954761,49.3726042774
198000,41.4358416346,65.0863485862,57.1541721726,49.1795863249
198900,40.5934892557,63.9532692341,56.9929272717,48.2358768467
199800,39.098282757,63.1146402678,56.3454486224,47.9182203472
200700,38.5584033739,63.058396948,55.582536215,47.6943033443
201600,38.4179181109,62.3679684021,55.2602950927,46.6602582127
202500,38.2478417037,62.1649139214,55.1490784544,47.0284824984
203400,37.7995514231,62.3534916563,54.7512411811,46.7172949707
204300,37.6412484506,61.7277163389,54.2315132947,46.1345699381
205200,37.2845354476,61.6097064258,54.5143166515,45.8933870467
206100,37.1861564693,61.4356511894,54.1206171332,45.8830866919
207000,37.1295261747,61.2638995161,53.3999432413,45.7791093684
207900,37.6206339744,61.1816124524,54.252524839,45.3060491742
208800,36.6970558668,60.6068791488,53.295982896,44.7028384587
209700,37.189635858,61.1449970943,53.5376774762,45.4621966147
210600,36.7953599852,60.6489193733,52.863830554,45.1737142181
211500,36.8255605522,60.79213005,53.369241333,45.3394279844
212400,36.5040075046,60.5059627274,53.1992287477,44.8509725552
213300,36.7937348035,60.5349404037,53.1314040799,45.06905382
214200,36.8762870456,60.7050939433,52.9266880815,44.9548298129
215100,36.6461864097,60.74369478,53.456840048,44.6849156169
216000,36.2545233064,60.0991872948,52.7174031264,44.4971883102
216900,36.5566485364,60.327339768,53.2364802976,44.6029400514
217800,36.7268925348,60.6956072814,53.52973976,45.3082969323
218700,37.2164104319,60.7220915165,53.5588010421,44.9923873112
219600,36.9756880146,60.6732461174,53.1490038747,45.8195265459
220500,37.3154655394,61.197075091,53.6500481912,45.773133662
221400,37.1220299968,61.2304197569,53.5738287379,45.1932647993
222300,37.2891118218,60.7781711145,53.7861087688,45.8487569815
223200,37.9628304612,61.1540311583,53.9864819314,45.5880562925
224100,37.9411345325,60.9918067746,53.6897042678,45.8015387877
225000,38.2419741153,61.4589430732,53.9402490855,45.6671334778
225900,37.8663260645,61.6042779932,54.5369274454,46.0424632703
226800,38.3208376495,62.0809517136,54.5248611701,46.1065623133
227700,38.5016647658,61.5529061881,54.30961571,46.2096760234
228600,38.2006463157,62.265988589,54.4361371417,46.2415515387
229500,38.2544036289,62.0225494668,54.0444543711,45.9174717787
230400,38.4106184995,61.8425669758,54.9265710745,46.4132384474
231300,38.6418866613,62.1306431979,54.4512412018,46.8467167256
232200,38.2497902012,61.6639495923,54.6672397717,46.0948601358
233100,38.2583363298,61.8602133492,54.9764690776,46.5478613827
234000,38.2173884984,62.0919343023,55.0587192648,46.5317473839
234900,38.2869056398,62.3616646906,55.2358954064,46.8618817845
235800,38.4943370023,62.134062827,54.8076097284,46.2624677233
236700,38.5642803372,61.9850860157,55.0341761097,46.5082869903
237600,38.6302026572,62.3884732709,55.2219309867,47.073551572
238500,38.6863698852,62.1604745701,55.2828502912,47.2326164149
239400,38.6685709488,61.6574768417,54.6563262578,46.630492514
240300,38.4952740663,62.1086645873,54.8919594219,46.7763433197
241200,38.9375749346,62.3739530076,54.935496833,46.8894833978
242100,38.9089573157,62.3601902659,55.1935051448,46.8735586954
243000,39.0021633425,62.3357431033,55.3352646253,46.9804083733
243900,39.3610749718,62.9683373663,55.4029609053,47.3314917197
244800,39.1756909923,62.9301793803,55.2101491301,47.1239640085
245700,39.3283062435,62.6819161861,55.8312143567,47.2033060717
246600,39.3843119461,63.2827355873,55.415556155,47.2871979444
247500,39.3896890315,62.2790124952,55.2794857341,46.8376489968
248400,39.8046370639,62.35223752,55.1602796427,46.7187673297
249300,39.7549541751,63.227206028,55.8149522239,47.6950828405
250200,39.6998070088,63.2183576252,55.4038784503,47.5805840278
251100,40.6981253002,63.2645181186,56.1154799197,47.7456200447
252000,40.8596564786,63.7951825745,55.8418206867,47.5920722233
252900,41.7282274827,63.6228390855,56.4882700115,47.7176630646
253800,42.3007702978,64.010428415,55.8922532936,47.9444158136
254700,42.4199289424,64.0043795597,55.9149757339,48.3935619392
255600,42.8228475662,64.2283839952,56.334590874,47.8946700961
256500,43.655820748,64.3792519077,56.7706826444,48.3885811213
257400,43.9273592612,65.0590132261,56.6503631245,48.3040849688
258300,44.5118958603,65.4359441996,57.0476442708,48.6345405616
259200,44.7843708876,65.5047408322,57.1943570796,48.9755614175
260100,44.8211044157,65.8649800177,57.6716721492,49.0975261585
261000,44.5384937373,66.0015221816,57.5828366365,49.287760323
261900,45.0094929864,65.6077299784,57.4854197565,49.3255023988
262800,44.9454897814,66.2824087495,57.7410521585,49.7720475775
263700,45.6171155782,66.5284168736,58.1188407758,49.8271936559
264600,45.261408728,66.620904569,57.5959210618,49.6464940429
265500,45.8539727431,66.0837340233,57.7653261511,50.1061471906
266400,45.6802185581,66.3904845899,58.2957020263,50.2337973628
267300,45.7434499405,66.7372854905,58.2577124956,50.2897493405
268200,46.3329118905,66.6198940877,58.0689481602,50.1843782144
269100,45.9624491018,66.7243585255,58.3203602,50.6633598793
270000,45.7595439796,66.7694792933,58.4491062942,50.1141879517
270900,46.0976503616,66.777314952,58.4982025302,50.390135207
271800,45.8441723264,66.7635197191,58.9372551868,50.334213888
272700,46.3192118178,66.4134525375,58.0569944165,50.2671620832
273600,46.0933038575,66.8150154331,58.3812091013,50.3859357322
274500,46.500064418,67.1399205977,58.6800409784,50.3024372652
275400,46.2830933733,66.7144377029,58.7658835478,50.3539042619
276300,46.412589065,66.6580441094,59.0158731777,50.817856475
277200,45.8844959022,66.5044931694,58.7703264585,50.5459560748
278100,46.3738877462,66.5673494131,58.3858478875,50.5174572713
279000,46.3213376203,67.2873732244,58.4091277447,50.7732646276
279900,45.9389583848,66.5219133453,58.747489367,50.9666961503
280800,45.8072794633,66.6774500018,59.0323106812,50.5193275137
281700,44.9387857131,66.5124178312,58.4994425897,49.9940938717
282600,44.2867504086,65.9705197449,57.9311113763,50.0706152928
283500,43.129816448,65.6376676406,58.0585711105,49.9766102199
284400,43.1983878283,64.9377108589,57.4508316778,49.1940836101
285300,41.7823409577,64.7567557944,56.9151225152,48.5647733459
286200,40.9984072532,63.9245519336,56.537749188,48.3457869464
287100,39.042374669,62.7315317649,55.841810977,47.2854700087
288000,39.1872618357,62.6915202548,55.1512788804,46.6703554464
288900,39.1125130863,62.6830767883,55.0753420077,46.9498684599
289800,38.4163889411,62.407074411,54.8405742608,46.8255495377
290700,37.9564729068,61.5058302772,54.2616955537,45.8526052724
291600,37.9207187965,61.7711510515,54.6793952871,46.3779076353
292500,37.9721006878,61.8482911874,54.3211400302,46.0557459048
293400,37.8604776003,61.3346241512,53.7421722358,45.4938217186
294300,37.4251718213,61.3066120685,53.5861247951,45.4988889424
295200,37.2986439402,60.6662853212,53.8537383664,45.4499920836
296100,37.3848258526,61.2141083803,53.4189224637,45.2856032868
297000,37.3534120578,60.7817878189,53.5590907284,45.3429851086
297900,36.873730649,61.19670571,53.5895689137,45.2049631287
298800,37.1438017829,60.5931664335,53.5784476553,44.9348788925
299700,37.5513804548,60.9897257627,53.9017680943,45.1994759745
300600,37.5675788024,60.81175825,53.6861358978,45.6305275341
301500,37.5039279597,61.2307337727,53.6339768837,45.3310075325
302400,37.1480081023,60.6338715865,53.2725853595,45.1515102817
303300,37.4353671217,61.0007717969,53.3886578786,45.0700402408
304200,37.5987446749,61.2505358952,54.0327220272,45.5568691234
305100,37.8065602517,61.3728774515,53.9858399003,45.7877218921
306000,37.7468393689,61.5220142607,53.9602804686,45.1434313265
306900,37.9951454987,61.4674675825,54.3013348405,45.743850266
307800,37.5020931598,60.8468075822,53.8404947125,45.4961308285
308700,37.5049513242,60.8185915931,54.1596498745,45.7358260918
309600,37.4151151967,60.502113785,54.217189134,45.7130119313
310500,37.3258596886,60.9903581889,54.5214459994,46.1337071392
311400,37.4521166173,60.9019396368,54.3313248279,46.0775922696
312300,37.6712802472,61.1055540635,54.272378752,46.0458112305
313200,37.909362079,61.1799268747,54.449329429,46.3377034643
314100,37.8538449134,61.6719119882,54.4405352933,46.346317364
315000,38.288705844,61.4093874298,54.7916586962,46.4958047689
315900,38.0721025493,60.9836824163,54.4802532221,46.4104258568
316800,37.9685094592,61.5309050292,54.7519789515,46.4185921229
317700,38.6650295998,61.4339333593,55.4814960872,46.8897922307
318600,38.1384929851,61.3591870618,54.7045323307,46.7232023424
319500,38.1483537464,61.5666063635,54.9302043592,46.7650843331
320400,38.2100807215,61.7072378779,54.8142256746,46.4565780524
321300,38.6310907105,61.4971225561,54.9178894697,46.7267538036
322200,38.7563384335,61.3028773061,55.0414109752,46.6230100209
323100,38.6099931674,61.9883109726,55.1448702988,46.8543630292
324000,38.6778985804,62.1954500425,55.4100757886,46.794920546
324900,38.1104328067,61.7957669676,54.8078550314,46.6853133396
325800,38.0039589105,61.6060210662,54.7328824506,46.626534247
326700,38.4602247266,61.2496952123,54.9814660938,46.7694555922
327600,38.4300136578,61.8695761989,55.0080032217,46.6704427438
328500,38.5203292728,61.1374072361,55.4528600494,46.9703298413
329400,38.6335666582,61.8319941343,54.8871519941,46.6559950846
330300,38.8424761539,61.9591948502,55.6303246158,47.2749704553
331200,38.6011505696,62.0584274861,55.1200722653,47.2109627005
332100,38.9941733448,61.9167350332,55.2486139246,47.586717818
333000,39.2716372912,61.8347699174,55.2377811237,47.1083519302
333900,39.083581768,62.2187422644,55.7882116356,47.5369609152
334800,39.307392043,62.1515392406,55.416434841,47.2540212609
335700,39.8007370245,62.4924062323,56.1710877318,47.7401718264
336600,39.9461289791,62.7225469327,56.0970134575,47.7939951025
337500,39.7755363522,63.0026766108,55.8293703383,48.1027153298
338400,40.3480632205,62.6046227296,56.1773090872,48.1288485089
339300,41.2354384102,63.2696497384,56.5996849973,48.4599806289
340200,41.4516147078,62.9440797649,56.5055199367,48.0147016793
341100,42.058899193,63.752151838,56.18097461,47.8786262155
342000,42.7529627723,63.611222947,56.2231877061,48.0977585621
342900,43.1361527665,63.8528809761,56.8034086101,48.8442291633
343800,43.459506817,64.5499565743,57.0088719292,48.9158743189
344700,43.9919328194,64.1344476941,57.4576868977,49.0144303518
345600,44.2099126622,64.8007584638,57.1647964406,49.15685636
346500,44.6287928208,65.1303732008,57.3542646924,49.5028764367
347400,44.7684150635,65.5516240241,58.3197425283,49.5138100085
348300,45.0342009391,65.708155439,57.916807524,49.6337979467
349200,44.9737869713,65.9867743439,58.5212888697,50.0504202774
350100,44.9671248128,65.7820888013,58.3945469691,50.1631188425
351000,45.4422159458,65.7991562033,58.8814440152,50.2368207647
351900,45.747685161,65.7538879618,58.2752498481,50.1788454906
352800,45.5965845798,66.1503784088,58.6475896283,50.6001356307
353700,45.8572087136,65.7820082785,58.7710586708,50.3706696877
354600,45.7171648781,65.8181709269,58.6305241884,50.291861064
355500,45.6332261405,65.9929161654,58.6799450436,50.9932516567
356400,45.9835283689,65.910253651,58.8721306536,50.3648394455
357300,46.1942074144,66.4764472852,58.9887759486,50.5687204716
358200,45.9294068824,66.4703423942,58.905706749,50.6533841933
359100,45.7167666869,66.2138262323,59.0395984991,50.5327731512
360000,45.5348139218,66.328772208,58.8574261297,50.9105379348
360900,45.5747731263,66.3931473134,58.9584725689,50.3825804908
361800,45.9640284536,66.0643767341,58.7897947343,50.652438404
362700,45.7212056425,66.2500145173,58.8737607872,50.4693018128
363600,45.6753152209,66.2836929206,58.8250431227,50.2766714778
364500,45.6977232031,65.9775446804,58.6089813516,50.686959755
365400,45.5161201189,65.9177477443,58.7309805606,50.6493052895
366300,45.3134280221,65.9528168163,58.5360331141,50.347486403
367200,45.380798028,65.8706319609,58.3045866978,50.0710500925
368100,45.0676853041,65.3227786765,58.253864489,50.4058045103
369000,43.8226938769,65.2426124077,58.1058855988,49.9044967167
369900,43.8385830592,64.850304015,57.6983847077,49.6824567123
370800,42.6426623605,64.4993546453,56.9901826505,49.2831542068
371700,41.289428267,64.1055539588,56.7935662317,48.8156729101
372600,40.5892210984,63.0898305241,56.359590422,48.1503914794
373500,39.6876303778,62.1146508223,55.509598471,47.5536609331
374400,37.823566645,61.7541181364,55.1097920278,46.8361803169
375300,38.409211812,61.8944973446,55.5023938116,46.9221996821
376200,38.0973405634,61.5923990948,55.2975783948,46.7441078267
377100,37.5132701004,61.2830637195,54.5326728162,46.6201905245
378000,37.5287207025,61.2925132813,54.5612258434,46.1932851363
378900,37.2409552917,60.7871190419,54.36579175,46.2773196733
379800,37.0484232367,60.5877923756,54.4195322814,45.9278935838
380700,36.9531249607,60.5786998677,53.8944871546,45.2141558334
381600,36.667010137,60.247871006,53.2475092089,45.2783022956
382500,36.8362082874,60.253071971,53.3970416905,45.3555816211
383400,36.9066303967,60.0807746386,53.2535504009,45.3549046651
384300,37.0527758118,60.0785219297,53.7083126727,45.9875317534
385200,37.1785992674,60.0243255983,53.5725743947,45.3641404682
386100,37.1660427106,60.4407371061,53.3732050482,45.2868119401
387000,36.9889809995,60.135760891,53.580561724,45.5179405363
387900,37.1997797961,60.6072374725,53.9433059707,45.5519289205
388800,37.3566191299,60.2382772144,53.314919341,44.9714529416
389700,36.7646461697,60.2412160387,53.7723731972,45.3564655565
390600,36.9317747896,60.5492705216,53.8343794155,45.6818728448
391500,37.3493160186,60.5200019404,54.1029219197,45.8098205537
392400,36.9843113303,60.5301832703,53.5546480258,45.6580159075
393300,37.4544085478,60.6840064013,54.1221865567,45.8387087872
394200,37.577193139,60.635463386,54.4381302817,45.9850191735
395100,37.5882877893,60.5317527507,54.3221508916,45.9399575573
396000,38.0334662925,61.1988583628,54.5689371583,45.8113891789
396900,37.908326301,60.9403306961,54.9910772047,46.5377648253
397800,38.2117291019,61.0426395334,54.5910205431,45.97105335
398700,38.3327550989,61.7066288857,54.5344414383,46.7832310512
399600,38.4628907272,61.3362151562,55.344870381,47.1505100806
400500,38.2941891187,61.4744873604,55.1143075022,46.2525968963
401400,39.0511332347,61.3348594781,55.0283960728,46.6959358547
402300,38.6027026075,61.3194732648,54.5953587834,46.5106575443
403200,38.8089056584,62.1355592026,55.6078947433,46.8222917486
404100,38.819633879,61.7515795642,55.0797381371,46.7020866337
405000,38.5675991312,62.0277525328,55.2947295665,46.6094160437
405900,38.7352649868,61.8851218335,55.3158430984,47.2007899821
406800,38.2271191694,61.3187349015,54.9735329665,46.4104196756
407700,38.5545771409,62.117619569,55.2497672152,46.9825347434
