Node,C92ICY6VWN,CBDWGRJVVL,CAKIJ91SJ7,C9EQAVY4YU
77400,40.0411506858,63.9633901037,56.9465205063,48.5956752863
78300,40.9599543092,64.110617989,57.1412209487,49.0625840338
79200,41.3332848907,64.7423243145,57.1151171533,48.595557525
80100,41.9437987131,64.6038497886,57.09239455,49.0948531709
81000,41.7257271859,64.7641538023,57.2452968436,49.209503097
81900,42.7361738774,64.8780270393,57.232566319,49.1327901024
82800,42.7805715109,65.579404847,57.7164286822,49.3658579384
83700,43.3361204593,65.8644096347,57.4267463359,49.353441238
84600,43.7261508269,65.6171859311,58.1343587286,49.7936063589
85500,43.7564021401,66.1898159421,58.1108744187,49.5098165998
86400,43.8829326352,65.9005979573,57.997890621,50.2072962861
87300,44.1464958809,66.0705152915,58.2373590068,50.7893864431
88200,44.5664470873,66.7960041729,58.7486492819,50.4642879698
89100,44.4922207557,66.4194354055,59.1104391656,50.760526051
90000,44.5300533351,66.9653593458,58.8659633139,50.7940104769
90900,44.8761359798,67.1178695977,59.2143982934,51.0905528991
91800,44.8820452063,67.0422047208,59.2645672601,51.0008223724
92700,45.0298606619,67.1284754022,58.7519705144,51.0758766004
93600,45.2609847268,66.9852771769,59.4580348454,51.3755313643
94500,45.1074265117,67.3718922165,59.5228909996,51.6994497699
95400,45.6925553522,68.0133273703,59.6345436019,51.8125999744
96300,45.3458575203,67.604364207,59.57178214,51.7138360286
97200,45.4215457524,67.7512815118,59.6274926611,51.5407088963
98100,45.7370003647,67.7796234234,59.8077310735,51.7434391999
99000,45.6290016547,67.5810496749,59.9928637657,51.6278958299
99900,45.6796628599,67.7661085384,59.7592274509,51.4503816625
100800,45.6523473526,67.8588479404,59.8865991456,51.4029375623
101700,45.454712505,67.7185835041,59.9540352793,51.5874541055
102600,45.225394066,67.2074064286,60.0877337888,51.8383086226
103500,45.1615867531,67.8829274496,59.6008909902,51.35267691
104400,45.3320535197,67.4279670701,59.874423172,51.5814076403
105300,45.9750357435,67.5556386793,59.5834313418,51.3499509322
106200,45.1559983339,67.5814480045,59.4382850914,51.2965956689
107100,44.3338874477,67.4452507983,59.6801155671,51.2741291269
108000,43.9620813602,67.3137771737,59.2960309985,51.2327109591
108900,43.1713898451,66.9695124055,59.3409897074,50.8462104657
109800,42.3919506387,66.3090135867,59.1654967781,50.8814754637
110700,41.3235649109,65.8196142125,58.6743981668,50.5675425987
111600,40.7383611548,65.3984168135,58.0875824078,49.9760577541
112500,38.6631600419,64.7195970871,57.3743160432,49.51817539
113400,38.8892641362,64.535196109,57.3035437798,49.1072609865
114300,38.1681843678,63.8800381605,56.5915864347,48.2327202919
115200,37.4688949929,63.5226454245,56.3161111961,47.9879595524
116100,37.8335164879,63.1749931005,55.977438502,47.8615962595
117000,37.316067777,62.7383544385,55.805648664,47.8918934653
117900,37.2245024831,62.6627318203,55.5008419285,47.27440444
118800,36.9478316182,62.1074857297,55.1168870418,46.9761328915
119700,36.8088600648,62.0363476041,55.0914042757,46.9996033553
120600,36.9570807243,62.2783360091,55.2931709686,46.8200090046
121500,36.7662792362,61.7391042903,54.7814741312,46.48228919
122400,36.6066054944,61.8416268913,54.0650102918,46.0363962755
123300,36.7751112412,61.6573583051,55.0094576936,45.8627365359
124200,36.3876319154,61.6128256016,54.1581409023,46.100021399
125100,36.682262388,61.516217742,54.4750871793,45.6863838595
126000,36.5325126717,61.2417229224,54.5686599078,46.019735525
126900,36.3724590175,61.8580132707,54.3708530399,46.1386155009
127800,36.8724624736,61.8613526961,54.4756351049,46.4594748116
128700,36.9220041709,61.4556510069,54.960467432,46.3356854223
129600,36.489714852,61.3994193642,54.6767605242,46.1147615594
130500,36.7232868742,61.5106186918,54.6819175094,46.307293405
131400,37.2206776004,62.1135075655,54.5407062527,46.4783085716
132300,37.1665543969,62.0912733372,54.9636909821,46.9824047747
133200,36.6141076862,61.393121096,54.4202882292,46.2654067582
134100,37.030576276,62.1741684813,55.243898625,46.76545001
135000,37.0666974184,62.1245667301,54.7924031186,46.6630134657
135900,37.3607046751,62.2202313635,55.2165992824,46.9449264019
136800,37.6538295231,62.5130624524,55.4015499879,47.3035642998
137700,38.2272107541,62.6974950008,55.4424322568,47.0471969719
138600,38.2302244674,62.9525361185,55.4994761775,47.1842702647
139500,37.723881731,62.3205801495,55.5578531977,46.8264706008
140400,37.989629327,62.7147964463,55.1161492965,47.4616266618
141300,37.9856373501,62.9192161719,55.5514675984,47.324495741
142200,38.0696367565,62.5158080826,55.4575808702,47.2595023496
143100,37.919969929,62.2984002644,55.4625174629,47.2231973512
144000,38.1426107228,63.1840543549,55.8902653489,47.839258138
144900,38.2637183127,63.2221658512,55.9445462469,47.7641972755
145800,38.1533321964,63.3077815269,55.7837727126,47.6834116811
146700,38.6055906749,63.2233403457,55.8988298365,47.985921581
147600,38.7528452533,63.0837270283,56.1169011624,47.6682195357
148500,38.6132549466,63.4070718847,56.7244734131,48.030405667
149400,39.0739529634,63.4028443445,56.3728678403,48.3678843114
150300,39.2171664077,63.565905093,56.5030466639,48.1511492518
151200,38.9986837964,63.4615548416,56.519182138,48.1881632389
152100,38.7942547662,63.5929257132,56.4843796462,47.6718468296
153000,38.5769118201,63.3305335456,55.9609538848,47.7777479406
153900,38.470646078,63.446796085,56.5002586503,47.6372121446
154800,38.5703152797,63.517026811,56.0586774405,47.5430056653
155700,38.7543041167,63.5678418985,56.3640952452,47.9749230819
156600,38.8455546339,63.5501907791,56.4191871532,48.0987255672
157500,39.0037027214,64.2479952076,56.809873665,48.5464841404
158400,39.1637126613,63.5805373853,56.5876618025,48.1779276003
159300,39.4739403871,64.2034042723,57.0879043928,48.6368614568
160200,39.4856950981,64.5085113028,56.5244775521,48.4861071822
161100,39.2087954491,63.9781939377,56.7831487614,48.6891244227
162000,39.3729198287,64.0572400236,56.3604144715,48.8459152077
162900,39.9027673709,64.2641887235,57.2127624331,49.2731778291
163800,40.9300079953,64.6193558001,57.4664221101,48.9489956897
164700,41.6794507748,65.2952379207,57.8619915836,49.4694838928
165600,41.7822443676,64.9435825336,57.4097347964,48.8301952391
166500,42.5906125089,65.219632076,57.5550309589,49.5438229121
167400,42.9036494327,65.4982477699,57.9488467373,49.5665595464
168300,42.9723340639,65.4958414638,57.7594270968,49.5977680521
169200,43.9517347239,65.9666648847,57.9761576561,50.0596341149
170100,44.7163852313,65.8116440668,57.8403334083,50.1058830669
171000,44.4154751771,66.0929288046,58.7084214454,50.1334211791
171900,44.6229198147,66.2751642708,58.7004806856,50.3349693521
172800,45.3101582314,66.8925830578,58.6978597271,50.5004431428
173700,44.9804650262,66.5954745033,58.9424709164,51.0073712909
174600,44.8378040744,66.7592788139,59.1305402032,50.8094830123
175500,45.8138600461,67.1030364177,59.3389546582,51.2646444226
176400,45.5935756814,67.7793293813,59.6343826798,51.4517159355
177300,45.9314765427,67.6445580885,59.4502297626,51.3414576596
178200,45.7190500342,67.3379311303,59.5938394461,51.6996271181
179100,45.6026019087,67.7815034167,59.9244493496,51.4006526045
180000,46.3667445566,67.9833940649,59.6687255042,52.1641343996
180900,46.1174680688,67.8068621107,60.0609171105,51.7152759181
181800,46.1569545755,67.9118212028,59.7777086614,51.7088442976
182700,46.5309872195,68.1547560951,60.0482372105,51.9995818217
183600,46.5387909627,68.5127702646,60.4775828033,51.9085263312
184500,46.5231775145,68.1812382119,60.1110966215,52.0723665315
185400,46.5961189244,68.4499682702,59.9776744151,51.8566552563
186300,46.8174763971,68.2108459118,60.4200334545,52.0556481862
187200,46.7650708323,68.3956211393,60.2338841233,52.4771291508
188100,46.4020719378,68.2350126925,60.0620994005,51.8405541625
189000,46.5926398026,68.1549558976,60.684460989,52.5038500751
189900,46.347500206,68.5157145269,60.1914710271,52.2070562738
190800,46.4556061543,68.2403969321,60.4247884114,52.1194194006
191700,46.1549168594,68.3508923333,60.4964546187,52.349072734
192600,46.0973020683,68.5891983376,60.1648366195,52.0888966787
193500,46.0186556003,68.3282313149,59.9294803641,52.1885968558
194400,45.0540882818,67.8505875204,59.8443144333,51.5536105258
195300,44.5006922028,67.7757024573,60.2831935381,51.3381397823
196200,43.7343404312,66.9723356165,59.1971237992,51.3678300653
197100,43.4943515019,66.717722947,58.9896369151,50.7727679357
198000,42.1295433856,66.0499406746,58.5223540396,50.4769332409
198900,40.847659181,65.6311991543,58.2040468877,49.8720433176
199800,39.5593668498,64.6903312575,57.5185727054,49.1695149425
200700,39.0465811754,64.0235116898,56.8739086433,48.5010060107
201600,38.8834240899,64.0900892807,56.9548462552,48.7841067001
202500,38.1718655068,63.5842065669,56.1935251688,48.1116654649
203400,38.6153816517,63.3041050663,56.472055102,48.1062751907
204300,37.9775939861,62.8862047183,55.8518651191,47.7959185404
205200,38.1178333066,63.1173326661,55.9122234895,47.7401258266
206100,37.7425414488,62.4103820517,55.8132691907,47.249474057
207000,38.0397882067,62.4482391123,55.7442027822,47.1383638523
207900,37.5681328231,62.6520454268,55.5174348495,46.769806563
208800,37.3803277019,62.1652419313,55.2547836601,46.6000538366
209700,37.9785909555,61.997466528,55.218278372,46.9355405156
210600,37.4420464638,61.9603247527,55.0352960818,46.6399752368
211500,37.1214192855,62.1341391355,55.3085040609,46.7271207609
212400,37.081498101,62.1989278545,54.6089983767,46.6434173347
213300,37.0100620818,62.565100447,54.5633455289,46.5472146964
214200,36.9948095241,61.6657027061,55.1589893229,46.7512430466
215100,37.5584730712,62.1668080935,54.8839044816,47.0677868321
216000,36.9109313227,61.9354940777,54.6777672709,46.3917767091
216900,37.3038767363,61.854089597,54.7776255046,46.5882472659
217800,37.6311029094,62.8869316175,55.061307363,47.0502365574
218700,37.8791874605,62.3930041047,55.4598984515,47.618500188
219600,37.5284171888,62.1994854111,55.0953777604,46.4309249715
220500,37.9039333401,62.6297842742,55.463615754,47.2137891627
221400,37.7155566667,62.5034805419,55.595674824,46.8210450342
222300,38.2071643251,62.7809126348,55.7556175773,46.9857138918
223200,38.1897806936,62.5370980037,55.6196271962,47.2326955075
224100,38.6862773864,62.8013668789,55.644262637,47.6455416735
225000,38.8876614268,63.1358063463,56.1357336668,47.7539522594
225900,38.9467780431,63.7945600539,56.1001167134,47.684383852
226800,39.4706335271,63.1296263686,56.380392797,48.0399044466
227700,39.3835117372,63.2490604175,55.8247928145,47.8942035269
228600,39.1661506259,63.5359690044,56.3162697138,48.1658657057
229500,38.70663231,63.2040162809,56.1501623735,48.0491287636
230400,39.3390575016,63.339902456,56.5247208713,48.1012086356
231300,39.3960896767,63.5759650636,56.5923890835,48.565963546
232200,39.1111960292,63.0054079857,56.2214107204,47.864633695
233100,39.1682808082,63.9548286785,56.4918598354,48.2149614494
234000,39.2320328946,63.3375434,56.2914317024,48.0516025036
234900,39.5739157828,64.2974681973,57.0176457549,48.5434211355
235800,39.1873052913,64.0710282533,56.639517294,48.6446883141
236700,39.532897576,63.6972980521,56.4649296879,48.9602499944
237600,39.5944957099,63.981060066,56.9322180716,48.9352301443
238500,39.6810861673,63.9423414661,56.812394718,48.6058660299
239400,38.9765196678,63.4953755574,56.6782067176,48.2861610826
240300,39.3319073571,64.1344080027,56.9283668661,48.6411806851
241200,39.6327833348,63.8882765296,56.8719174012,48.8342140471
242100,39.4535213112,64.0298104094,57.2952303161,48.7765661547
243000,39.5787190081,64.1369279822,56.9814256402,48.3322604537
243900,40.1295413415,64.0159321266,57.044516948,49.2328662583
244800,39.7532820542,64.3994099353,56.8372220309,49.1549394815
245700,39.7071575738,64.3706065504,57.2768274166,49.0478923806
246600,40.1455763761,64.412975184,57.2349275076,48.8367020827
247500,39.6476403693,64.3263021262,57.4107768778,49.0768029546
248400,40.1298707991,64.3152582817,56.8579544376,49.1434539371
249300,39.9218584867,64.5814993621,57.5374843233,49.1648972911
250200,40.0987028044,64.8119292907,57.6025717128,48.9889294768
251100,41.2776400518,65.2799052159,58.0722513807,49.9777684301
252000,41.5207432064,65.294642651,57.912450949,49.6000918392
252900,41.924280598,65.9078265259,58.221827967,49.4689969215
253800,42.9993261514,66.0172880117,58.2290508305,49.8119063936
254700,43.0714842003,66.3403927306,58.1637910095,50.0279819458
255600,43.481997266,66.2109812792,58.2132019375,50.4614141635
256500,44.3830664146,66.2626026767,58.5252318069,50.315664274
257400,44.3991273088,66.3656236166,58.536291474,50.4375927238
258300,44.4704364502,66.5596524077,58.7258777398,50.6474551366
259200,44.218056648,66.6044515034,59.1235964988,50.657010708
260100,44.791932712,66.8341209885,59.4403994747,51.2686389243
261000,45.3808938535,67.3727380993,59.5281452688,51.1051131582
261900,45.0868410531,67.3079863234,59.6601877228,50.9123003943
262800,45.6486167064,67.8477620581,59.601584106,51.6872990979
263700,45.560956829,67.5592028868,59.6301435664,51.5524645136
264600,45.8796282723,67.8112254501,59.6910372343,51.5527218493
265500,45.9706467699,67.7592504375,60.0626049768,51.7418357325
266400,46.2386814717,67.9038333601,59.7651708957,51.5493596747
267300,46.1963527511,67.878348278,59.9453238654,51.3105647139
268200,45.8623901518,67.6949442167,60.0762818763,51.835070536
269100,46.0340147024,68.3492901429,60.2592602159,51.7946175788
270000,46.0675561669,67.8953833631,60.1286759319,51.6865688164
270900,46.1144360775,68.3227495074,60.1986862505,51.938044069
271800,45.6071033096,67.8227812214,60.1298596145,51.9192961497
272700,46.230369899,68.4915644032,60.0019681275,52.0082455595
273600,46.1264158715,68.2765343558,60.0472816333,51.9260280196
274500,45.7704695976,68.0725681971,59.7798172761,51.6998402393
275400,46.2490264901,67.6767226323,60.1940590179,51.7772859635
276300,46.181945487,68.2417073114,60.1574691808,51.6483161722
277200,46.230697785,67.9460182751,59.9230883877,52.1725928978
278100,45.6149010369,67.7533238153,60.2536852409,51.7705056104
279000,45.6382192891,67.9383182454,60.0840567438,51.5677129239
279900,45.8400633548,67.8623653379,59.9986483747,51.7535592067
280800,45.3186406113,67.4811104224,59.8903815875,51.419803106
281700,44.5196318832,67.334311931,59.5793342327,51.3151716934
282600,44.1688201254,67.121464137,59.7420255545,50.953767559
283500,43.1344658488,66.9309098897,59.1424154654,50.3447859175
284400,42.2460906759,66.0746762546,58.3833816464,50.4679206111
285300,40.9273478601,65.6297492892,57.9720997478,49.7117037122
286200,40.0930346381,65.0717992527,57.4821830153,49.9348353868
287100,38.2401483428,63.3725194049,56.6310159149,48.4220270969
288000,38.2583697078,63.6341528202,56.1983678578,48.3568851566
288900,38.2541951893,63.7322134927,56.3764242858,48.3497109066
289800,37.8186549647,63.0051838739,56.363365652,47.9592944263
290700,37.8212729252,62.9823594693,55.6801376827,47.6409477071
291600,37.9105746258,62.6300361244,55.7803701671,47.7356532116
292500,37.3313847189,62.9325862216,55.8624757301,47.1240654896
293400,37.0476571286,62.3300435744,55.2843881309,46.6533757507
294300,36.967999743,61.7423622503,54.7651307393,46.6430606134
295200,36.5342101938,61.7940991888,54.928904749,46.5338015421
296100,37.0385358656,62.0583444627,55.2733970692,46.6044656725
297000,36.9206324599,62.2547904782,54.5115158559,46.6627038869
297900,37.0531656414,61.7421669382,54.7035143768,46.3209667223
298800,36.7677490744,61.3601074789,54.9429130226,46.1103081863
299700,37.0559686322,61.5446586103,54.971606087,46.4851331168
300600,37.1517877322,62.087408327,55.0008107131,46.7169953335
301500,36.8331452358,61.9681983618,55.0783950629,46.5973996603
302400,36.5475382428,61.965296073,54.6849473521,46.2616615766
303300,37.591891764,61.9259610086,54.8662522089,46.5647811782
304200,37.201575266,62.142209069,54.9572749329,46.4680198799
305100,37.4723595484,62.5031381139,55.5707981257,47.2062201997
306000,37.0573881393,61.8911139463,54.7418620944,46.4451539038
306900,37.1672638754,62.197965453,55.149133768,46.6639198253
307800,37.4879967272,62.1258889627,54.8418242099,46.7916054299
308700,37.329166981,62.0856087594,55.0242209079,46.743881393
309600,37.2363703377,62.5185049655,55.0162275136,47.0381583684
310500,37.5783683815,62.6256855554,55.7554584282,47.0374864333
311400,37.9341179832,62.4834971875,55.6722487794,46.979362756
312300,38.4832740836,62.7312251167,55.4845130186,47.1442969198
313200,38.5143873568,63.2239673542,55.7674675894,47.242066533
314100,38.1533422432,63.1180683622,55.7647558223,47.4138010287
315000,38.0607414969,62.6602187166,55.744683632,47.0775343201
315900,38.0010828434,62.3933988351,55.3118416832,47.0832086123
316800,37.9189255204,62.4448518752,55.6915869783,46.6693361024
317700,38.4757371483,62.5585269384,55.3016231566,47.3296226108
318600,38.2413788384,62.5366722895,55.4133847954,47.3180575314
319500,37.9155788244,62.6823453254,55.7004669023,47.4257129832
320400,38.2144473268,62.9722945017,55.2232135211,47.2024269641
321300,38.5880063373,63.0077856419,55.6479194801,47.5973415484
322200,38.5374955522,63.3001139047,56.0845213649,47.9264255426
323100,38.2305029912,63.7500858956,56.0212363643,47.6459293758
324000,38.717686907,63.6106641364,55.8248941952,47.8716335477
324900,38.7689745594,63.3365991454,56.0982315658,47.9923664426
325800,38.3423836514,62.9211667689,55.4904778972,47.3630473712
326700,38.2232482164,63.1214935345,55.9515398681,47.6690669602
327600,38.3605957151,63.1990595441,56.056294115,47.6138628921
328500,38.6541270718,63.2271976362,56.4125641978,47.9563172353
329400,38.2352579697,63.1604936358,55.9708297504,47.6507635946
330300,38.5962131235,64.0642053203,56.3171204149,48.0178871614
331200,38.7027201381,63.580518508,56.4997234297,48.146271068
332100,39.0300593205,63.6943687575,56.5811688658,48.2194013916
333000,38.7982682014,63.4919453018,56.6564553784,47.7893704597
333900,38.8303452314,63.6886998508,56.7171324289,48.4983493431
334800,38.7906541189,63.7830549088,56.5741931511,48.3922012452
335700,39.3140633308,63.8921287544,56.6733326104,48.4828612906
336600,39.5707061361,64.2365426586,57.1614503887,49.0516541633
337500,39.8718020913,64.6915262414,57.2451309323,48.6337748833
338400,40.5403706479,64.7597510424,57.1273267245,49.1142226724
339300,41.0087030654,64.6430759684,57.3093092515,48.8298158245
340200,41.4369822189,65.163494646,57.147847035,49.2453651361
341100,41.9787153934,65.0858712593,57.1811460633,49.0564211063
342000,42.3175834335,65.0992179712,57.1646177542,49.5676334004
342900,43.1700650612,65.5804469416,57.616067427,49.6220105411
343800,44.0233508684,66.0111279376,58.1438694767,49.887768066
344700,44.0458903953,66.1702726981,57.6541551245,49.9514409467
345600,44.2341647464,66.2749483747,58.4240506252,49.9719946438
346500,44.5923217901,66.6760089536,58.7246971058,50.3961854856
347400,44.7539359286,66.7874658043,59.2064298935,50.6514972139
348300,44.8754065373,67.1050145177,59.0839586846,50.5939429507
349200,44.987679323,67.0355781782,58.9826465448,50.8723560092
350100,45.1825922628,67.06032959,58.9570123313,51.2321738274
351000,45.2659452068,67.2720693877,58.9394741892,50.8615154011
351900,44.9340770046,66.9199027009,59.0096485333,51.0791625162
352800,45.432244556,67.3541032064,59.6697277088,50.9960795407
353700,45.4259591725,67.4738087848,59.5586590043,50.8530195516
354600,45.7122387745,67.8831085194,59.4831580495,51.4210221923
355500,45.6609996171,67.4492629192,59.3381092311,51.1206617482
356400,45.6809903841,67.6914305808,59.5434426386,51.0819976235
357300,46.1654977806,67.545924777,59.4574487245,51.5676445046
358200,45.9351397845,67.5019279271,59.4992062656,51.2462800069
359100,45.9265689131,67.3182166569,59.240115191,51.2101821111
360000,46.0994935336,67.5230578801,59.9000571458,51.6317590935
360900,46.2027959174,67.7542621897,59.7096468871,51.6054426955
361800,46.0739700389,67.9315098544,59.7413310224,51.1840650026
362700,46.1124733051,67.5766529713,59.614059069,51.867534657
363600,46.0570511227,67.6635043671,59.5186579131,51.8588235123
364500,45.8451328786,67.4175796524,59.5242286992,51.0129087625
365400,46.4297351324,67.4647634433,59.6282958915,51.5544005705
366300,45.8429326721,67.2946665155,59.3630350242,51.1132057975
367200,45.618089003,67.621317486,59.4121314705,51.3175587338
368100,45.0462061233,67.2151072737,59.2278196409,50.8346377133
369000,44.0598571918,66.5794226998,58.8173002596,50.3513034144
369900,43.698327737,66.2237110987,58.6460297909,50.570256972
370800,43.0335491434,65.7498480832,58.0606934797,49.9069584411
371700,41.6079107259,64.8049019508,57.886974117,49.4263054218
372600,40.8936565623,64.5717036594,57.2466207754,48.8091133453
373500,39.342063622,64.0646695391,56.3713919375,48.1651693509
374400,38.1548392056,62.7859952607,55.5734267444,46.9879034054
375300,37.6541314835,62.8891259341,56.0023061716,47.6107034835
376200,37.6502741814,62.9290417628,55.5078643268,47.3742101178
377100,37.5858585296,62.327211115,55.1963347322,46.5168488632
378000,37.2189657857,62.5051487229,55.0996013325,46.7326283888
378900,37.004948303,61.8436140434,55.1567543639,46.7803531199
379800,36.6587886591,61.9650889651,54.9736540672,45.9216902636
380700,36.8144057212,61.5791590572,54.1796257775,45.8725142595
381600,36.2654950484,61.0832798577,54.0310924094,45.7217338233
382500,36.765162672,61.2575623603,54.1831836832,45.9947261112
383400,36.4676696586,61.0818282854,53.8891432863,45.6829640103
384300,36.9278758666,61.3963697835,53.9495409991,46.0324134623
385200,36.4710935114,60.5705314554,54.0651694336,45.8156075714
386100,36.4259517331,60.7340926808,54.153692962,45.4207997497
387000,36.8101182084,61.373297381,54.1291790307,46.0747030526
387900,37.1550892733,61.3729174248,54.2060720374,45.4842074227
388800,36.4464623055,60.819893896,53.4978925702,45.3619902011
389700,37.0422834844,61.3889887169,54.0740368655,45.8034680259
390600,36.9975148636,61.4436201146,54.0466133747,46.0074236898
391500,37.2637095936,61.9232777812,54.7221261114,46.0395077803
392400,37.1451339562,61.6590212439,54.1921275264,45.7036477651
393300,37.4467697015,61.9225917109,54.3908195169,46.2475624121
394200,37.3308244547,62.1007836476,54.3549983174,45.8265041075
395100,37.5781229632,61.6732949136,54.586705351,46.267239865
396000,37.789583206,62.2613605496,55.1323672385,46.5272235817
396900,38.3862371431,62.09753875,54.596674366,46.7194148552
397800,38.2336853634,62.6031400108,55.493520272,46.5969852246
398700,37.933672949,62.6097422956,55.1045147011,47.0555732572
399600,38.7311005713,62.9882019865,55.2010363508,46.9069144958
400500,38.7028397453,62.4615806848,55.1518777874,47.0662790699
401400,39.0973153987,62.6649314918,55.6440293187,46.6751771147
402300,38.2082079686,62.4154503828,55.1642223649,46.7228228901
403200,38.712213588,63.0138249183,55.5466991838,47.4216753368
404100,38.563510979,63.3317870715,55.3314037272,47.1711648759
405000,38.4459390304,62.772542141,55.7859362819,47.1868973559
405900,38.8967026221,62.5665798001,55.8265003294,47.3766979919
406800,38.4155206595,63.0609652281,55.2850596444,46.8348643458
407700,38.6936664655,63.7405731878,55.4104649995,47.5921872785
